Glyma.02G130400	Glyma.01G091400	2130	2098	1287	31	2077	101	2090	0.604225352112676	0.613441372735939	0.6088333624243075	31-63,122-343,977-2042,2043-2077	101-132,181-402,965-2030,2056-2090	1010,214,32,31
Glyma.02G130400	Glyma.02G130400	2130	2130	2130	1	2130	1	2130	1.0	1.0	1.0	1-2130	1-2130	2130
Glyma.02G130400	Glyma.05G153200	2130	1682	1137	35	2068	141	1665	0.5338028169014084	0.6759809750297265	0.6048918959655675	35-63,142-324,989-1982,2038-2068	141-169,218-400,529-1522,1635-1665	913,169,29,26
Glyma.02G130400	Glyma.08G109500	2130	1670	1135	141	2097	117	1622	0.5328638497652582	0.6796407185628742	0.6062522841640663	141-324,989-1982,2038-2097	117-300,431-1424,1563-1622	911,168,56
Glyma.02G130400	Glyma.08G110340	2130	1288	1094	142	1981	1	1288	0.5136150234741784	0.8493788819875776	0.6814969527308781	142-324,963-1981	1-183,270-1288	925,169
Glyma.02G130400	Glyma.08G110420	2130	1633	1129	142	2114	80	1553	0.5300469483568075	0.6913655848132272	0.6107062665850174	142-324,989-1975,2046-2114	80-262,376-1362,1486-1553	901,171,57
Glyma.02G130400	Glyma.08G110460	2130	1643	1152	40	2093	10	1526	0.5408450704225352	0.7011564211807669	0.6210007458016511	40-66,142-324,989-1982,2038-2093	10-36,71-253,367-1360,1468-1526	910,165,51,26
Glyma.02G130400	Glyma.08G110500	2130	1589	1130	142	2042	81	1460	0.5305164319248826	0.7111390811831341	0.6208277565540083	142-324,963-1987,2012-2042	81-263,350-1374,1430-1460	930,170,30
Glyma.02G130400	Glyma.09G075200	2130	2099	1418	12	2121	1	2096	0.6657276995305165	0.6755597903763697	0.670643744953443	12-339,929-2034,2038-2121	1-318,883-1986,2013-2096	1043,299,76
Glyma.05G153200	Glyma.01G091400	1682	2098	1132	218	1665	201	2081	0.6730083234244947	0.5395614871306006	0.6062849052775476	218-403,529-1524,1634-1665	201-386,977-1972,2050-2081	927,176,29
Glyma.05G153200	Glyma.02G130400	1682	2130	1137	141	1665	35	2068	0.6759809750297265	0.5338028169014084	0.6048918959655675	141-169,218-400,529-1522,1635-1665	35-63,142-324,989-1982,2038-2068	913,169,29,26
Glyma.05G153200	Glyma.05G153200	1682	1682	1682	1	1682	1	1682	1.0	1.0	1.0	1-1682	1-1682	1682
Glyma.05G153200	Glyma.08G109500	1682	1670	1314	218	1665	118	1593	0.7812128418549346	0.7868263473053893	0.7840195945801619	218-1529,1530-1573,1626-1665	118-1431,1455-1498,1554-1593	1238,37,39
Glyma.05G153200	Glyma.08G110340	1682	1288	1220	218	1521	1	1288	0.7253269916765755	0.9472049689440993	0.8362659803103374	218-1521	1-1288	1220
Glyma.05G153200	Glyma.08G110420	1682	1633	1312	213	1678	75	1521	0.7800237812128419	0.8034292712798531	0.7917265262463475	213-1581,1631-1678	75-1424,1474-1521	1269,43
Glyma.05G153200	Glyma.08G110460	1682	1643	1329	137	1681	1	1517	0.7901307966706302	0.8088861838101035	0.7995084902403669	137-1523,1634-1681	1-1361,1467-1517	1285,44
Glyma.05G153200	Glyma.08G110500	1682	1589	1291	134	1524	1	1371	0.7675386444708681	0.8124606670862178	0.7899996557785429	134-1524	1-1371	1291
Glyma.05G153200	Glyma.09G075200	1682	2099	1129	218	1665	121	2043	0.6712247324613555	0.5378751786565031	0.6045499555589293	218-403,529-1524,1634-1665	121-306,942-1937,2012-2043	925,175,29
Glyma.06G118550	Glyma.06G118550	2911	2911	2911	1	2911	1	2911	1.0	1.0	1.0	1-2911	1-2911	2911
Glyma.08G109500	Glyma.01G091400	1670	2098	1132	117	1594	200	2082	0.6778443113772455	0.5395614871306006	0.6087028992539231	117-302,431-1426,1562-1594	200-385,977-1972,2050-2082	927,174,31
Glyma.08G109500	Glyma.02G130400	1670	2130	1135	117	1622	141	2097	0.6796407185628742	0.5328638497652582	0.6062522841640663	117-300,431-1424,1563-1622	141-324,989-1982,2038-2097	911,168,56
Glyma.08G109500	Glyma.05G153200	1670	1682	1314	118	1593	218	1665	0.7868263473053893	0.7812128418549346	0.7840195945801619	118-1431,1455-1498,1554-1593	218-1529,1530-1573,1626-1665	1238,37,39
Glyma.08G109500	Glyma.08G109500	1670	1670	1670	1	1670	1	1670	1.0	1.0	1.0	1-1670	1-1670	1670
Glyma.08G109500	Glyma.08G110340	1670	1288	1246	118	1423	1	1288	0.7461077844311377	0.967391304347826	0.8567495443894819	118-1423	1-1288	1246
Glyma.08G109500	Glyma.08G110420	1670	1633	1342	118	1639	80	1554	0.8035928143712575	0.8218003674219229	0.8126965908965902	118-1426,1473-1520,1559-1589,1613-1639	80-1371,1391-1438,1474-1504,1528-1554	1248,42,29,23
Glyma.08G109500	Glyma.08G110460	1670	1643	1369	118	1639	71	1547	0.8197604790419162	0.8332318928788801	0.8264961859603981	118-1425,1486-1594,1603-1639	71-1361,1393-1499,1511-1547	1248,90,31
Glyma.08G109500	Glyma.08G110500	1670	1589	1284	118	1639	81	1552	0.7688622754491018	0.8080553807426054	0.7884588280958535	118-1426,1602-1639	81-1371,1515-1552	1248,36
Glyma.08G109500	Glyma.09G075200	1670	2099	1169	117	1639	120	2090	0.7	0.5569318723201524	0.6284659361600762	117-302,431-1426,1562-1639	120-305,942-1937,2012-2090	926,173,70
Glyma.08G110340	Glyma.01G091400	1288	2098	1102	1	1288	201	1969	0.8555900621118012	0.5252621544327931	0.6904261082722971	1-186,287-1288	201-386,968-1969	925,177
Glyma.08G110340	Glyma.02G130400	1288	2130	1094	1	1288	142	1981	0.8493788819875776	0.5136150234741784	0.6814969527308781	1-183,270-1288	142-324,963-1981	925,169
Glyma.08G110340	Glyma.05G153200	1288	1682	1220	1	1288	218	1521	0.9472049689440993	0.7253269916765755	0.8362659803103374	1-1288	218-1521	1220
Glyma.08G110340	Glyma.08G109500	1288	1670	1246	1	1288	118	1423	0.967391304347826	0.7461077844311377	0.8567495443894819	1-1288	118-1423	1246
Glyma.08G110340	Glyma.08G110340	1288	1288	1288	1	1288	1	1288	1.0	1.0	1.0	1-1288	1-1288	1288
Glyma.08G110340	Glyma.08G110420	1288	1633	1244	1	1282	80	1362	0.9658385093167702	0.7617881200244948	0.8638133146706325	1-1282	80-1362	1244
Glyma.08G110340	Glyma.08G110460	1288	1643	1247	1	1288	71	1359	0.968167701863354	0.7589774802191114	0.8635725910412326	1-1288	71-1359	1247
Glyma.08G110340	Glyma.08G110500	1288	1589	1285	1	1288	81	1368	0.9976708074534162	0.8086847073631215	0.9031777574082689	1-1288	81-1368	1285
Glyma.08G110340	Glyma.09G075200	1288	2099	1114	1	1288	121	1934	0.8649068322981367	0.5307289185326346	0.6978178754153856	1-186,270-1288	121-306,916-1934	938,176
Glyma.08G110420	Glyma.01G091400	1633	2098	1155	7	1504	92	2077	0.7072872014696877	0.5505243088655862	0.6289057551676369	7-32,80-265,376-1374,1477-1504	92-118,201-386,977-1975,2050-2077	926,179,25,25
Glyma.08G110420	Glyma.02G130400	1633	2130	1129	80	1553	142	2114	0.6913655848132272	0.5300469483568075	0.6107062665850174	80-262,376-1362,1486-1553	142-324,989-1975,2046-2114	901,171,57
Glyma.08G110420	Glyma.05G153200	1633	1682	1312	75	1521	213	1678	0.8034292712798531	0.7800237812128419	0.7917265262463475	75-1424,1474-1521	213-1581,1631-1678	1269,43
Glyma.08G110420	Glyma.08G109500	1633	1670	1342	80	1554	118	1639	0.8218003674219229	0.8035928143712575	0.8126965908965902	80-1371,1391-1438,1474-1504,1528-1554	118-1426,1473-1520,1559-1589,1613-1639	1248,42,29,23
Glyma.08G110420	Glyma.08G110340	1633	1288	1244	80	1362	1	1282	0.7617881200244948	0.9658385093167702	0.8638133146706325	80-1362	1-1282	1244
Glyma.08G110420	Glyma.08G110420	1633	1633	1633	1	1633	1	1633	1.0	1.0	1.0	1-1633	1-1633	1633
Glyma.08G110420	Glyma.08G110460	1633	1643	1414	67	1610	58	1603	0.8658909981628904	0.8606208155812538	0.8632559068720721	67-1387,1477-1610	58-1379,1467-1603	1299,115
Glyma.08G110420	Glyma.08G110500	1633	1589	1355	67	1579	68	1578	0.8297611757501531	0.8527375707992448	0.841249373274699	67-1416,1526-1579	68-1417,1524-1578	1306,49
Glyma.08G110420	Glyma.09G075200	1633	2099	1179	7	1557	12	2093	0.7219840783833436	0.5616960457360648	0.6418400620597042	7-32,80-265,346-1374,1526-1557	12-38,121-306,916-1940,2061-2093	947,178,29,25
Glyma.08G110460	Glyma.01G091400	1643	2098	1173	71	1502	201	2085	0.7139379184418746	0.5591039084842707	0.6365209134630727	71-256,367-1361,1418-1502	201-386,977-1971,1999-2085	924,172,77
Glyma.08G110460	Glyma.02G130400	1643	2130	1152	10	1526	40	2093	0.7011564211807669	0.5408450704225352	0.6210007458016511	10-36,71-253,367-1360,1468-1526	40-66,142-324,989-1982,2038-2093	910,165,51,26
Glyma.08G110460	Glyma.05G153200	1643	1682	1329	1	1517	137	1681	0.8088861838101035	0.7901307966706302	0.7995084902403669	1-1361,1467-1517	137-1523,1634-1681	1285,44
Glyma.08G110460	Glyma.08G109500	1643	1670	1369	71	1547	118	1639	0.8332318928788801	0.8197604790419162	0.8264961859603981	71-1361,1393-1499,1511-1547	118-1425,1486-1594,1603-1639	1248,90,31
Glyma.08G110460	Glyma.08G110340	1643	1288	1247	71	1359	1	1288	0.7589774802191114	0.968167701863354	0.8635725910412326	71-1359	1-1288	1247
Glyma.08G110460	Glyma.08G110420	1643	1633	1414	58	1603	67	1610	0.8606208155812538	0.8658909981628904	0.8632559068720721	58-1379,1467-1603	67-1387,1477-1610	1299,115
Glyma.08G110460	Glyma.08G110460	1643	1643	1643	1	1643	1	1643	1.0	1.0	1.0	1-1643	1-1643	1643
Glyma.08G110460	Glyma.08G110500	1643	1589	1440	1	1571	4	1577	0.8764455264759586	0.9062303335431089	0.8913379300095338	1-1442,1507-1571	4-1454,1512-1577	1382,58
Glyma.08G110460	Glyma.09G075200	1643	2099	1182	71	1550	121	2093	0.7194157029823494	0.5631252977608385	0.6412705003715939	71-256,337-1361,1467-1502,1515-1550	121-306,916-1936,2012-2047,2057-2093	945,171,34,32
Glyma.08G110500	Glyma.01G091400	1589	2098	1198	18	1492	114	2074	0.7539332913782253	0.5710200190657769	0.6624766552220012	18-51,81-266,367-1374,1430-1461,1462-1492	114-146,201-386,968-1975,1999-2031,2045-2074	931,178,32,27,30
Glyma.08G110500	Glyma.02G130400	1589	2130	1130	81	1460	142	2042	0.7111390811831341	0.5305164319248826	0.6208277565540083	81-263,350-1374,1430-1460	142-324,963-1987,2012-2042	930,170,30
Glyma.08G110500	Glyma.05G153200	1589	1682	1291	1	1371	134	1524	0.8124606670862178	0.7675386444708681	0.7899996557785429	1-1371	134-1524	1291
Glyma.08G110500	Glyma.08G109500	1589	1670	1284	81	1552	118	1639	0.8080553807426054	0.7688622754491018	0.7884588280958535	81-1371,1515-1552	118-1426,1602-1639	1248,36
Glyma.08G110500	Glyma.08G110340	1589	1288	1285	81	1368	1	1288	0.8086847073631215	0.9976708074534162	0.9031777574082689	81-1368	1-1288	1285
Glyma.08G110500	Glyma.08G110420	1589	1633	1355	68	1578	67	1579	0.8527375707992448	0.8297611757501531	0.841249373274699	68-1417,1524-1578	67-1416,1526-1579	1306,49
Glyma.08G110500	Glyma.08G110460	1589	1643	1440	4	1577	1	1571	0.9062303335431089	0.8764455264759586	0.8913379300095338	4-1454,1512-1577	1-1442,1507-1571	1382,58
Glyma.08G110500	Glyma.08G110500	1589	1589	1589	1	1589	1	1589	1.0	1.0	1.0	1-1589	1-1589	1589
Glyma.08G110500	Glyma.09G075200	1589	2099	1182	18	1552	34	2090	0.7438640654499685	0.5631252977608385	0.6534946816054035	18-51,81-266,350-1374,1520-1552	34-66,121-306,916-1940,2057-2090	944,177,31,30
Glyma.09G075200	Glyma.01G091400	2099	2098	1954	10	2060	90	2098	0.9309194854692711	0.9313632030505243	0.9311413442598977	10-2060	90-2098	1954
Glyma.09G075200	Glyma.02G130400	2099	2130	1418	1	2096	12	2121	0.6755597903763697	0.6657276995305165	0.670643744953443	1-318,883-1986,2013-2096	12-339,929-2034,2038-2121	1043,299,76
Glyma.09G075200	Glyma.05G153200	2099	1682	1129	121	2043	218	1665	0.5378751786565031	0.6712247324613555	0.6045499555589293	121-306,942-1937,2012-2043	218-403,529-1524,1634-1665	925,175,29
Glyma.09G075200	Glyma.08G109500	2099	1670	1169	120	2090	117	1639	0.5569318723201524	0.7	0.6284659361600762	120-305,942-1937,2012-2090	117-302,431-1426,1562-1639	926,173,70
Glyma.09G075200	Glyma.08G110340	2099	1288	1114	121	1934	1	1288	0.5307289185326346	0.8649068322981367	0.6978178754153856	121-306,916-1934	1-186,270-1288	938,176
Glyma.09G075200	Glyma.08G110420	2099	1633	1179	12	2093	7	1557	0.5616960457360648	0.7219840783833436	0.6418400620597042	12-38,121-306,916-1940,2061-2093	7-32,80-265,346-1374,1526-1557	947,178,29,25
Glyma.09G075200	Glyma.08G110460	2099	1643	1182	121	2093	71	1550	0.5631252977608385	0.7194157029823494	0.6412705003715939	121-306,916-1936,2012-2047,2057-2093	71-256,337-1361,1467-1502,1515-1550	945,171,34,32
Glyma.09G075200	Glyma.08G110500	2099	1589	1182	34	2090	18	1552	0.5631252977608385	0.7438640654499685	0.6534946816054035	34-66,121-306,916-1940,2057-2090	18-51,81-266,350-1374,1520-1552	944,177,31,30
Glyma.09G075200	Glyma.09G075200	2099	2099	2099	1	2099	1	2099	1.0	1.0	1.0	1-2099	1-2099	2099
Glyma.11G011500	Glyma.01G228700	2081	1926	1370	270	2077	81	1861	0.6583373378183566	0.711318795430945	0.6848280666246508	270-460,849-2077	81-271,634-1861	1186,184
Glyma.11G011500	Glyma.11G011500	2081	2081	2081	1	2081	1	2081	1.0	1.0	1.0	1-2081	1-2081	2081
Glyma.19G105100	Glyma.19G105100	2943	2943	2943	1	2943	1	2943	1.0	1.0	1.0	1-2943	1-2943	2943
